epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,2056.48,0.99474,1.14828,1.29234,0.75185,0.62363,0.69892,0.48563,1.09639,1.18052,1.29202,0.000771034,0.000771034,0.000771034
36,2114.48,1.00222,1.12989,1.29287,0.70211,0.6293,0.69407,0.47508,1.07996,1.21791,1.29419,0.000761035,0.000761035,0.000761035
37,2172.22,0.99987,1.13097,1.29283,0.70996,0.65189,0.70182,0.48994,1.08641,1.13648,1.31192,0.000751036,0.000751036,0.000751036
38,2230.13,1.00799,1.13715,1.30402,0.75215,0.63746,0.71977,0.50395,1.07362,1.10873,1.2864,0.000741037,0.000741037,0.000741037
39,2287.97,1.00505,1.13741,1.29616,0.75642,0.63627,0.72132,0.50423,1.05366,1.13176,1.26879,0.000731038,0.000731038,0.000731038
40,2345.84,0.98447,1.10366,1.28314,0.75658,0.66456,0.72503,0.50181,1.06145,1.1398,1.28175,0.000721039,0.000721039,0.000721039
41,2403.69,0.98155,1.11855,1.2907,0.72356,0.61556,0.6927,0.48461,1.0794,1.2165,1.28341,0.00071104,0.00071104,0.00071104
42,2461.66,0.99049,1.10042,1.28642,0.70457,0.68066,0.7123,0.49601,1.03728,1.16126,1.2492,0.000701041,0.000701041,0.000701041
43,2519.53,0.96933,1.09293,1.26898,0.74753,0.67794,0.72378,0.51051,1.07361,1.08529,1.2836,0.000691042,0.000691042,0.000691042
44,2577.59,0.95352,1.0594,1.25847,0.74647,0.67148,0.7323,0.51913,1.05082,1.08516,1.27735,0.000681043,0.000681043,0.000681043
45,2635.45,0.95733,1.0529,1.26503,0.75349,0.6585,0.73539,0.51546,1.06858,1.05811,1.2843,0.000671044,0.000671044,0.000671044
46,2693.41,0.96256,1.0552,1.26712,0.7588,0.66004,0.72918,0.50842,1.06477,1.09022,1.26813,0.000661045,0.000661045,0.000661045
47,2751.39,0.95045,1.04749,1.25635,0.75271,0.62254,0.71479,0.4985,1.08394,1.1297,1.28752,0.000651046,0.000651046,0.000651046
48,2809.22,0.95811,1.03389,1.26121,0.74356,0.66246,0.71709,0.50841,1.05057,1.08732,1.25647,0.000641047,0.000641047,0.000641047
49,2867.02,0.94798,1.02476,1.25672,0.80192,0.63919,0.73603,0.51789,1.04386,1.08905,1.26147,0.000631048,0.000631048,0.000631048
50,2924.96,0.93302,1.02137,1.24277,0.74902,0.65856,0.73176,0.52285,1.04007,1.07363,1.26289,0.000621049,0.000621049,0.000621049
51,2982.96,0.93791,1.02457,1.25363,0.78252,0.66028,0.73564,0.52549,1.03144,1.04749,1.24695,0.00061105,0.00061105,0.00061105
52,3041.01,0.93298,1.00869,1.2486,0.75798,0.6861,0.7512,0.5237,1.0573,1.02974,1.27561,0.000601051,0.000601051,0.000601051
53,3098.73,0.94013,1.00408,1.24428,0.75352,0.67318,0.73748,0.52841,1.02744,1.03303,1.23869,0.000591052,0.000591052,0.000591052
54,3156.81,0.93506,0.99952,1.25197,0.74319,0.68753,0.74244,0.52203,1.05343,1.01591,1.27125,0.000581053,0.000581053,0.000581053
55,3214.66,0.91924,0.99574,1.23826,0.76396,0.68129,0.75004,0.52958,1.03225,0.99074,1.25532,0.000571054,0.000571054,0.000571054
56,3272.55,0.91722,0.97984,1.23318,0.74332,0.69051,0.74865,0.53827,1.00194,1.00422,1.23226,0.000561055,0.000561055,0.000561055
57,3330.4,0.90553,0.95841,1.23078,0.79753,0.69154,0.76666,0.54601,1.01617,0.989,1.24121,0.000551056,0.000551056,0.000551056
58,3388.34,0.9093,0.95836,1.23116,0.77378,0.68579,0.75812,0.54047,1.02611,1.01109,1.23603,0.000541057,0.000541057,0.000541057
59,3446.18,0.90215,0.94861,1.2179,0.8041,0.66733,0.74684,0.53162,1.03317,1.01244,1.25233,0.000531058,0.000531058,0.000531058
60,3503.93,0.89212,0.92815,1.22201,0.74014,0.7014,0.74785,0.53243,1.04368,1.01513,1.26386,0.000521059,0.000521059,0.000521059
61,3561.84,0.89718,0.9536,1.21794,0.77913,0.68169,0.75337,0.53469,1.02486,1.00647,1.25303,0.00051106,0.00051106,0.00051106
62,3619.75,0.88189,0.90803,1.21597,0.78928,0.65548,0.74541,0.53418,1.01262,1.01218,1.23486,0.000501061,0.000501061,0.000501061
63,3677.71,0.88567,0.9286,1.21675,0.7785,0.70303,0.7599,0.53506,1.04092,0.99367,1.24923,0.000491062,0.000491062,0.000491062
64,3735.62,0.88845,0.90825,1.20917,0.75136,0.69818,0.74547,0.52958,1.01795,1.03598,1.2313,0.000481063,0.000481063,0.000481063
65,3793.58,0.87549,0.89725,1.20383,0.77982,0.70648,0.76389,0.54492,1.00696,0.97321,1.22249,0.000471064,0.000471064,0.000471064
66,3851.52,0.86996,0.89417,1.19499,0.80411,0.67764,0.76986,0.55489,1.00731,0.93827,1.22121,0.000461065,0.000461065,0.000461065
67,3909.35,0.87733,0.89546,1.2028,0.78405,0.67718,0.75026,0.54692,0.99629,0.97253,1.2215,0.000451066,0.000451066,0.000451066
68,3967.1,0.8694,0.87905,1.20959,0.77909,0.67916,0.75412,0.54709,1.00863,0.98566,1.23499,0.000441067,0.000441067,0.000441067
69,4024.85,0.85647,0.8748,1.19476,0.79133,0.68209,0.75525,0.54555,1.01465,0.97317,1.23339,0.000431068,0.000431068,0.000431068
70,4082.75,0.86076,0.86415,1.1962,0.73861,0.71169,0.75711,0.54697,0.99979,0.96364,1.2179,0.000421069,0.000421069,0.000421069
71,4140.53,0.83843,0.83885,1.17561,0.7832,0.69037,0.75989,0.54977,0.98213,0.942,1.20019,0.00041107,0.00041107,0.00041107
72,4198.23,0.86453,0.87099,1.20026,0.76085,0.699,0.7519,0.53837,1.01436,0.97069,1.2331,0.000401071,0.000401071,0.000401071
73,4255.9,0.86612,0.88501,1.19112,0.79628,0.6913,0.7674,0.55346,0.98717,0.9605,1.21065,0.000391072,0.000391072,0.000391072
74,4313.63,0.84828,0.85139,1.18119,0.79081,0.67753,0.75753,0.54864,0.99254,0.96099,1.21389,0.000381073,0.000381073,0.000381073
75,4371.45,0.86424,0.85683,1.19509,0.79268,0.6977,0.76034,0.54642,1.01654,0.96635,1.2482,0.000371074,0.000371074,0.000371074
76,4429.34,0.84823,0.84056,1.18992,0.78495,0.71638,0.77451,0.55232,1.02108,0.93298,1.24621,0.000361075,0.000361075,0.000361075
77,4487.21,0.82807,0.82269,1.17817,0.78336,0.68957,0.75903,0.55277,1.00434,0.94674,1.23179,0.000351076,0.000351076,0.000351076
78,4544.95,0.81202,0.81929,1.16707,0.78559,0.68114,0.75474,0.54567,1.0159,0.93644,1.24325,0.000341077,0.000341077,0.000341077
79,4602.49,0.82201,0.81541,1.16857,0.78811,0.70866,0.76266,0.55387,0.99792,0.94881,1.22896,0.000331078,0.000331078,0.000331078
80,4660.29,0.80926,0.80646,1.1667,0.79353,0.68602,0.75475,0.54149,1.01455,0.95144,1.25095,0.000321079,0.000321079,0.000321079
81,4718.04,0.81527,0.80915,1.16057,0.8052,0.69084,0.76639,0.55067,1.01969,0.90238,1.23771,0.00031108,0.00031108,0.00031108
82,4775.84,0.79923,0.79574,1.16461,0.77899,0.69834,0.75995,0.55506,1.00459,0.8946,1.22827,0.000301081,0.000301081,0.000301081
83,4833.89,0.80594,0.79001,1.16132,0.78746,0.71142,0.76528,0.56175,0.98639,0.91083,1.21339,0.000291082,0.000291082,0.000291082
84,4891.77,0.79261,0.78095,1.15548,0.78357,0.69724,0.76699,0.56157,0.98804,0.89695,1.21738,0.000281083,0.000281083,0.000281083
85,4949.67,0.80828,0.78158,1.17114,0.78561,0.70549,0.76717,0.55671,1.00884,0.89868,1.25234,0.000271084,0.000271084,0.000271084
86,5007.42,0.80122,0.76999,1.15255,0.81028,0.69443,0.76226,0.55655,0.99377,0.92435,1.23732,0.000261085,0.000261085,0.000261085
87,5065.19,0.7893,0.77033,1.15701,0.8032,0.68436,0.75934,0.55353,1.00928,0.93624,1.24312,0.000251086,0.000251086,0.000251086
88,5123.21,0.79026,0.79808,1.15453,0.81771,0.68603,0.76471,0.55893,0.99734,0.91535,1.23469,0.000241087,0.000241087,0.000241087
89,5181.13,0.79772,0.74893,1.1552,0.84214,0.67855,0.7704,0.5594,0.98233,0.88982,1.22652,0.000231088,0.000231088,0.000231088
90,5239.01,0.78561,0.76663,1.14653,0.82717,0.67123,0.76136,0.55271,0.99209,0.90502,1.22786,0.000221089,0.000221089,0.000221089
91,5296.95,0.78141,0.75359,1.14359,0.83003,0.67177,0.7584,0.55485,0.99632,0.90163,1.24894,0.00021109,0.00021109,0.00021109
92,5354.98,0.76817,0.7367,1.13793,0.8034,0.68655,0.75137,0.5497,0.99443,0.92741,1.24531,0.000201091,0.000201091,0.000201091
93,5412.88,0.77991,0.73529,1.14713,0.82873,0.67482,0.75636,0.55358,0.99996,0.91376,1.23377,0.000191092,0.000191092,0.000191092
94,5470.91,0.76606,0.73852,1.13704,0.81905,0.70763,0.77049,0.55892,0.99342,0.88647,1.22982,0.000181093,0.000181093,0.000181093
95,5528.71,0.77439,0.72901,1.14033,0.80389,0.68809,0.75942,0.55361,0.99104,0.89589,1.23144,0.000171094,0.000171094,0.000171094
96,5586.55,0.75133,0.70428,1.12156,0.78949,0.69695,0.76305,0.55721,0.98292,0.90728,1.22612,0.000161095,0.000161095,0.000161095
97,5644.23,0.76117,0.7229,1.13567,0.78315,0.69106,0.76129,0.55484,0.99593,0.8788,1.24014,0.000151096,0.000151096,0.000151096
98,5702.05,0.75108,0.70695,1.12904,0.77559,0.70908,0.76497,0.5589,0.98847,0.88779,1.2292,0.000141097,0.000141097,0.000141097
99,5759.92,0.74845,0.69564,1.12494,0.79194,0.7094,0.76236,0.55616,0.98616,0.88489,1.22439,0.000131098,0.000131098,0.000131098
100,5817.72,0.74111,0.68283,1.11741,0.80349,0.70139,0.7721,0.56252,0.98629,0.87956,1.22878,0.000121099,0.000121099,0.000121099
101,5875.88,0.68749,0.5594,1.08964,0.79886,0.69083,0.76048,0.55242,0.98454,0.88151,1.24164,0.0001111,0.0001111,0.0001111
102,5933.02,0.65923,0.50895,1.07007,0.79781,0.69705,0.76694,0.55905,0.98886,0.87634,1.23758,0.000101101,0.000101101,0.000101101
103,5990.15,0.65261,0.49964,1.0703,0.79744,0.70202,0.76155,0.55855,0.97576,0.87796,1.23619,9.1102e-05,9.1102e-05,9.1102e-05
104,6047.26,0.65463,0.4937,1.0676,0.75572,0.72175,0.76086,0.55306,0.98948,0.89867,1.24131,8.1103e-05,8.1103e-05,8.1103e-05
105,6104.52,0.64596,0.49118,1.06281,0.81352,0.68631,0.76339,0.55991,0.98191,0.88467,1.24088,7.1104e-05,7.1104e-05,7.1104e-05
106,6161.67,0.63886,0.46969,1.06363,0.80574,0.69684,0.76534,0.55926,0.98585,0.88352,1.24273,6.1105e-05,6.1105e-05,6.1105e-05
107,6218.99,0.64988,0.48448,1.07278,0.7924,0.70004,0.76633,0.56158,0.97928,0.882,1.23734,5.1106e-05,5.1106e-05,5.1106e-05
108,6276.09,0.63328,0.46622,1.05774,0.82751,0.68696,0.76798,0.56427,0.9738,0.87971,1.23181,4.1107e-05,4.1107e-05,4.1107e-05
109,6333.34,0.6312,0.46389,1.05162,0.80876,0.68741,0.76569,0.56135,0.97952,0.88054,1.23323,3.1108e-05,3.1108e-05,3.1108e-05
110,6390.52,0.63129,0.47596,1.05299,0.78815,0.70201,0.7651,0.56424,0.97829,0.87577,1.23355,2.1109e-05,2.1109e-05,2.1109e-05
