epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,3823.88,1.17271,0.73311,1.31778,0.79949,0.6907,0.74883,0.48438,1.30963,0.79327,1.33962,0.000448574,0.000448574,0.000448574
61,3887.02,1.16115,0.71143,1.29984,0.82525,0.6886,0.7544,0.48524,1.29548,0.7833,1.32781,0.000434554,0.000434554,0.000434554
62,3950.17,1.15605,0.71094,1.3054,0.81636,0.6976,0.756,0.49062,1.29384,0.77418,1.34853,0.000420592,0.000420592,0.000420592
63,4013.47,1.15706,0.70784,1.30415,0.83067,0.67356,0.7488,0.48612,1.3002,0.7808,1.33553,0.000406698,0.000406698,0.000406698
64,4076.56,1.14747,0.69368,1.29513,0.78648,0.68819,0.73684,0.47899,1.28791,0.80197,1.3318,0.000392884,0.000392884,0.000392884
65,4139.73,1.14882,0.69873,1.2937,0.79456,0.69342,0.74848,0.48384,1.30659,0.77468,1.32965,0.000379162,0.000379162,0.000379162
66,4202.95,1.139,0.67992,1.27936,0.81165,0.6965,0.74911,0.489,1.27585,0.7667,1.32941,0.000365542,0.000365542,0.000365542
67,4266.17,1.14272,0.68451,1.28391,0.80216,0.70794,0.74844,0.48403,1.27781,0.78126,1.32529,0.000352037,0.000352037,0.000352037
68,4329.39,1.13545,0.68159,1.27397,0.82338,0.67138,0.74525,0.4804,1.27141,0.77973,1.33245,0.000338656,0.000338656,0.000338656
69,4392.6,1.12039,0.66774,1.27892,0.8094,0.69054,0.74898,0.49101,1.26525,0.76607,1.32667,0.00032541,0.00032541,0.00032541
70,4455.6,1.11658,0.66569,1.2737,0.82986,0.68754,0.75663,0.49776,1.26172,0.75465,1.31972,0.000312311,0.000312311,0.000312311
71,4518.64,1.11446,0.65247,1.27125,0.80499,0.71375,0.76055,0.49887,1.27374,0.74521,1.33211,0.00029937,0.00029937,0.00029937
72,4581.6,1.10831,0.65313,1.27517,0.80431,0.69135,0.75334,0.49494,1.26058,0.74846,1.32347,0.000286596,0.000286596,0.000286596
73,4644.6,1.09655,0.64882,1.25939,0.8054,0.70799,0.75771,0.49182,1.28123,0.73766,1.33602,0.000274,0.000274,0.000274
74,4707.34,1.10819,0.64393,1.2584,0.84392,0.68583,0.75517,0.49546,1.27415,0.74872,1.32582,0.000261592,0.000261592,0.000261592
75,4770.21,1.09522,0.63603,1.26356,0.81228,0.70873,0.75473,0.49654,1.2588,0.75556,1.31761,0.000249383,0.000249383,0.000249383
76,4833.17,1.09116,0.63582,1.25772,0.8136,0.71245,0.75882,0.4955,1.27987,0.74313,1.33668,0.000237383,0.000237383,0.000237383
77,4896.12,1.09301,0.63219,1.25816,0.8214,0.70675,0.7629,0.50207,1.26769,0.72692,1.3202,0.000225601,0.000225601,0.000225601
78,4959.43,1.08577,0.63451,1.25869,0.8366,0.69547,0.75762,0.50104,1.26305,0.73308,1.32402,0.000214046,0.000214046,0.000214046
79,5022.42,1.08283,0.62963,1.24699,0.8362,0.70051,0.76261,0.50118,1.2688,0.74151,1.32095,0.000202729,0.000202729,0.000202729
80,5085.21,1.06699,0.61507,1.24778,0.84399,0.68852,0.7616,0.49929,1.26219,0.73034,1.32596,0.000191659,0.000191659,0.000191659
81,5148.11,1.07175,0.61985,1.2458,0.81541,0.71052,0.75782,0.50435,1.25565,0.72881,1.31797,0.000180844,0.000180844,0.000180844
82,5211.24,1.07085,0.61973,1.25376,0.79368,0.73118,0.76295,0.50273,1.26087,0.73621,1.32334,0.000170293,0.000170293,0.000170293
83,5273.99,1.0543,0.61243,1.24373,0.81754,0.71263,0.76243,0.50467,1.25763,0.73638,1.31992,0.000160016,0.000160016,0.000160016
84,5336.75,1.05604,0.61147,1.23441,0.81971,0.71517,0.75851,0.50191,1.26143,0.7407,1.32151,0.00015002,0.00015002,0.00015002
85,5399.36,1.06378,0.60623,1.23982,0.82686,0.70932,0.75762,0.50051,1.2699,0.72815,1.32565,0.000140313,0.000140313,0.000140313
86,5462.19,1.03804,0.59405,1.23653,0.83739,0.70012,0.75931,0.50033,1.26628,0.72845,1.32544,0.000130904,0.000130904,0.000130904
87,5525.26,1.05205,0.58824,1.22882,0.82895,0.71195,0.75758,0.50195,1.26503,0.73133,1.32126,0.0001218,0.0001218,0.0001218
