epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,4244.73,1.40347,1.05133,1.70262,0.52012,0.46287,0.43969,0.2225,2.00798,1.33662,2.16994,0.000448574,0.000448574,0.000448574
61,4315.09,1.4091,1.05215,1.69991,0.50857,0.44383,0.43838,0.22414,1.97981,1.35212,2.15412,0.000434554,0.000434554,0.000434554
62,4385.94,1.40046,1.05059,1.69737,0.54331,0.44548,0.45029,0.22878,2.01186,1.33676,2.1692,0.000420592,0.000420592,0.000420592
63,4456.49,1.38836,1.03007,1.68126,0.54494,0.46227,0.45691,0.23157,2.01296,1.31875,2.17861,0.000406698,0.000406698,0.000406698
64,4527.02,1.37007,1.01245,1.6709,0.56273,0.42563,0.45659,0.23252,1.9917,1.30171,2.16392,0.000392884,0.000392884,0.000392884
65,4597.56,1.36175,0.9921,1.64824,0.54382,0.44999,0.44937,0.23396,1.98516,1.323,2.18378,0.000379162,0.000379162,0.000379162
66,4668.09,1.36802,0.99986,1.66008,0.56653,0.43705,0.44946,0.23079,1.99141,1.32214,2.17498,0.000365542,0.000365542,0.000365542
67,4738.69,1.35068,0.97562,1.64427,0.58983,0.43819,0.46371,0.23871,2.0034,1.28681,2.17991,0.000352037,0.000352037,0.000352037
68,4809.42,1.33909,0.97296,1.63367,0.61775,0.42204,0.45764,0.23641,2.00553,1.30694,2.17796,0.000338656,0.000338656,0.000338656
69,4879.83,1.3193,0.96449,1.62315,0.56549,0.42854,0.44274,0.22915,1.99483,1.33335,2.18224,0.00032541,0.00032541,0.00032541
70,4950.13,1.30895,0.94696,1.61734,0.54262,0.46169,0.46191,0.23461,2.00223,1.30819,2.20153,0.000312311,0.000312311,0.000312311
71,5020.57,1.31044,0.93554,1.61314,0.5482,0.4526,0.44685,0.2321,1.99502,1.31034,2.19325,0.00029937,0.00029937,0.00029937
72,5091.08,1.29638,0.9166,1.59709,0.54755,0.44473,0.44797,0.23143,1.99896,1.32148,2.19451,0.000286596,0.000286596,0.000286596
73,5161.46,1.30259,0.918,1.59887,0.56988,0.42664,0.45081,0.23837,1.97757,1.3148,2.1772,0.000274,0.000274,0.000274
74,5231.82,1.2803,0.90123,1.57749,0.57175,0.44066,0.45208,0.23681,1.97685,1.31531,2.18012,0.000261592,0.000261592,0.000261592
75,5302.26,1.26912,0.89415,1.56899,0.55369,0.4524,0.45151,0.2371,1.96525,1.30214,2.17555,0.000249383,0.000249383,0.000249383
76,5373.09,1.26829,0.8921,1.57398,0.54342,0.45682,0.45233,0.23528,1.97819,1.32534,2.18457,0.000237383,0.000237383,0.000237383
77,5443.62,1.25475,0.86575,1.55926,0.5725,0.44023,0.45133,0.23598,2.00376,1.29872,2.21023,0.000225601,0.000225601,0.000225601
78,5514.19,1.26295,0.8762,1.56435,0.57727,0.44872,0.45648,0.23796,2.00134,1.28919,2.21874,0.000214046,0.000214046,0.000214046
79,5584.69,1.2492,0.86086,1.55336,0.56445,0.43458,0.44881,0.23609,1.99363,1.31209,2.19452,0.000202729,0.000202729,0.000202729
80,5655.3,1.24673,0.8705,1.55855,0.56764,0.4475,0.45007,0.236,1.97918,1.3147,2.18821,0.000191659,0.000191659,0.000191659
81,5725.8,1.24577,0.86705,1.55821,0.55943,0.43849,0.44873,0.23466,2.00016,1.30488,2.22232,0.000180844,0.000180844,0.000180844
82,5796.79,1.22762,0.84775,1.54,0.5706,0.43685,0.44938,0.23274,1.99416,1.31157,2.21963,0.000170293,0.000170293,0.000170293
83,5867.21,1.22212,0.84044,1.53362,0.56214,0.45331,0.44963,0.23399,1.99393,1.30706,2.22269,0.000160016,0.000160016,0.000160016
84,5937.66,1.21105,0.82996,1.52592,0.57196,0.43192,0.44473,0.23208,1.99648,1.30448,2.21919,0.00015002,0.00015002,0.00015002
85,6007.96,1.21125,0.81844,1.52613,0.56497,0.44674,0.45359,0.23391,2.01257,1.31628,2.23161,0.000140313,0.000140313,0.000140313
86,6078.37,1.20037,0.82217,1.52665,0.56496,0.44915,0.45449,0.2323,1.99358,1.30751,2.22185,0.000130904,0.000130904,0.000130904
87,6148.76,1.19846,0.82246,1.51902,0.55234,0.45811,0.45079,0.23723,2.00566,1.30951,2.24074,0.0001218,0.0001218,0.0001218
88,6219.11,1.17772,0.80405,1.49667,0.56162,0.44979,0.45035,0.23375,2.00881,1.31235,2.23986,0.000113008,0.000113008,0.000113008
89,6289.62,1.19602,0.80641,1.51796,0.60487,0.43562,0.45395,0.2349,2.00515,1.30771,2.24879,0.000104537,0.000104537,0.000104537
90,6360.2,1.18217,0.80054,1.51058,0.56688,0.44465,0.44959,0.23393,2.00767,1.31868,2.24333,9.63914e-05,9.63914e-05,9.63914e-05
91,6431.02,1.14128,0.69331,1.47425,0.57942,0.42626,0.43799,0.22917,2.0088,1.31625,2.24669,8.85795e-05,8.85795e-05,8.85795e-05
92,6501.17,1.11422,0.65036,1.45438,0.57906,0.42328,0.43735,0.23297,2.00324,1.31208,2.24831,8.11072e-05,8.11072e-05,8.11072e-05
